CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031400000000000TF0F;19/07/2024;14;0,98;R
ES0031400000000000TF0F;19/07/2024;15;0,482;R
ES0031400000000000TF0F;19/07/2024;16;0,634;R
ES0031400000000000TF0F;19/07/2024;17;0,432;R
ES0031400000000000TF0F;19/07/2024;18;0,755;R
ES0031400000000000TF0F;19/07/2024;19;0,929;R
ES0031400000000000TF0F;19/07/2024;20;0,884;R
ES0031400000000000TF0F;19/07/2024;21;0,78;R
ES0031400000000000TF0F;19/07/2024;22;0,87;R
ES0031400000000000TF0F;19/07/2024;23;0,269;R
ES0031400000000000TF0F;19/07/2024;24;0,27;R
ES0031400000000000TF0F;20/07/2024;1;0,406;R
ES0031400000000000TF0F;20/07/2024;2;0,308;R
ES0031400000000000TF0F;20/07/2024;3;0,406;R
ES0031400000000000TF0F;20/07/2024;4;0,343;R
ES0031400000000000TF0F;20/07/2024;5;0,351;R
ES0031400000000000TF0F;20/07/2024;6;0,381;R
ES0031400000000000TF0F;20/07/2024;7;0,414;R
ES0031400000000000TF0F;20/07/2024;8;0,312;R
ES0031400000000000TF0F;20/07/2024;9;0,456;R
ES0031400000000000TF0F;20/07/2024;10;0,647;R
ES0031400000000000TF0F;20/07/2024;11;0,541;R
ES0031400000000000TF0F;20/07/2024;12;0,558;R
ES0031400000000000TF0F;20/07/2024;13;0,51;R
ES0031400000000000TF0F;20/07/2024;14;0,729;R
ES0031400000000000TF0F;20/07/2024;15;0,205;R
ES0031400000000000TF0F;20/07/2024;16;0,281;R
ES0031400000000000TF0F;20/07/2024;17;0,324;R
ES0031400000000000TF0F;20/07/2024;18;0,723;R
ES0031400000000000TF0F;20/07/2024;19;0,796;R
ES0031400000000000TF0F;20/07/2024;20;0,727;R
ES0031400000000000TF0F;20/07/2024;21;0,52;R
ES0031400000000000TF0F;20/07/2024;22;0,778;R
ES0031400000000000TF0F;20/07/2024;23;0,496;R
ES0031400000000000TF0F;20/07/2024;24;0,46;R
ES0031400000000000TF0F;21/07/2024;1;0,347;R
ES0031400000000000TF0F;21/07/2024;2;0,297;R
ES0031400000000000TF0F;21/07/2024;3;0,337;R
ES0031400000000000TF0F;21/07/2024;4;0,274;R
ES0031400000000000TF0F;21/07/2024;5;0,321;R
ES0031400000000000TF0F;21/07/2024;6;0,213;R
ES0031400000000000TF0F;21/07/2024;7;0,421;R
ES0031400000000000TF0F;21/07/2024;8;0,314;R
ES0031400000000000TF0F;21/07/2024;9;0,294;R
ES0031400000000000TF0F;21/07/2024;10;0,683;R
ES0031400000000000TF0F;21/07/2024;11;0,723;R
ES0031400000000000TF0F;21/07/2024;12;0,678;R
ES0031400000000000TF0F;21/07/2024;13;0,658;R
ES0031400000000000TF0F;21/07/2024;14;0,763;R
ES0031400000000000TF0F;21/07/2024;15;0,436;R
ES0031400000000000TF0F;21/07/2024;16;0,356;R
ES0031400000000000TF0F;21/07/2024;17;0,335;R
ES0031400000000000TF0F;21/07/2024;18;0,748;R
ES0031400000000000TF0F;21/07/2024;19;0,513;R
ES0031400000000000TF0F;21/07/2024;20;0,799;R
ES0031400000000000TF0F;21/07/2024;21;0,656;R
ES0031400000000000TF0F;21/07/2024;22;0,619;R
ES0031400000000000TF0F;21/07/2024;23;0,421;R
ES0031400000000000TF0F;21/07/2024;24;0,367;R
ES0031400000000000TF0F;22/07/2024;1;0,355;R
ES0031400000000000TF0F;22/07/2024;2;0,389;R
ES0031400000000000TF0F;22/07/2024;3;0,215;R
ES0031400000000000TF0F;22/07/2024;4;0,287;R
ES0031400000000000TF0F;22/07/2024;5;0,319;R
ES0031400000000000TF0F;22/07/2024;6;0,291;R
ES0031400000000000TF0F;22/07/2024;7;0,448;R
ES0031400000000000TF0F;22/07/2024;8;0,538;R
ES0031400000000000TF0F;22/07/2024;9;0,527;R
ES0031400000000000TF0F;22/07/2024;10;0,884;R
ES0031400000000000TF0F;22/07/2024;11;0,716;R
ES0031400000000000TF0F;22/07/2024;12;0,855;R
ES0031400000000000TF0F;22/07/2024;13;0,743;R
ES0031400000000000TF0F;22/07/2024;14;0,949;R
ES0031400000000000TF0F;22/07/2024;15;0,536;R
ES0031400000000000TF0F;22/07/2024;16;0,617;R
ES0031400000000000TF0F;22/07/2024;17;0,434;R
ES0031400000000000TF0F;22/07/2024;18;0,934;R
ES0031400000000000TF0F;22/07/2024;19;0,981;R
ES0031400000000000TF0F;22/07/2024;20;0,909;R
ES0031400000000000TF0F;22/07/2024;21;0,741;R
ES0031400000000000TF0F;22/07/2024;22;0,824;R
ES0031400000000000TF0F;22/07/2024;23;0,335;R
ES0031400000000000TF0F;22/07/2024;24;0,254;R
ES0031400000000000TF0F;23/07/2024;1;0,377;R
ES0031400000000000TF0F;23/07/2024;2;0,414;R
ES0031400000000000TF0F;23/07/2024;3;0,261;R
ES0031400000000000TF0F;23/07/2024;4;0,336;R
ES0031400000000000TF0F;23/07/2024;5;0,275;R
ES0031400000000000TF0F;23/07/2024;6;0,408;R
ES0031400000000000TF0F;23/07/2024;7;0,472;R
ES0031400000000000TF0F;23/07/2024;8;0,639;R
ES0031400000000000TF0F;23/07/2024;9;0,616;R
ES0031400000000000TF0F;23/07/2024;10;0,737;R
ES0031400000000000TF0F;23/07/2024;11;0,734;R
ES0031400000000000TF0F;23/07/2024;12;0,835;R
ES0031400000000000TF0F;23/07/2024;13;0,809;R
ES0031400000000000TF0F;23/07/2024;14;0,857;R
ES0031400000000000TF0F;23/07/2024;15;0,515;R
ES0031400000000000TF0F;23/07/2024;16;0,637;R
ES0031400000000000TF0F;23/07/2024;17;0,553;R
ES0031400000000000TF0F;23/07/2024;18;0,985;R
ES0031400000000000TF0F;23/07/2024;19;0,814;R
ES0031400000000000TF0F;23/07/2024;20;0,814;R
ES0031400000000000TF0F;23/07/2024;21;0,93;R
ES0031400000000000TF0F;23/07/2024;22;0,974;R
ES0031400000000000TF0F;23/07/2024;23;0,37;R
ES0031400000000000TF0F;23/07/2024;24;0,398;R
ES0031400000000000TF0F;24/07/2024;1;0,245;R
ES0031400000000000TF0F;24/07/2024;2;0,461;R
ES0031400000000000TF0F;24/07/2024;3;0,254;R
ES0031400000000000TF0F;24/07/2024;4;0,414;R
ES0031400000000000TF0F;24/07/2024;5;0,326;R
ES0031400000000000TF0F;24/07/2024;6;0,293;R
ES0031400000000000TF0F;24/07/2024;7;0,431;R
ES0031400000000000TF0F;24/07/2024;8;0,534;R
ES0031400000000000TF0F;24/07/2024;9;0,588;R
ES0031400000000000TF0F;24/07/2024;10;0,735;R
ES0031400000000000TF0F;24/07/2024;11;0,739;R
ES0031400000000000TF0F;24/07/2024;12;0,761;R
ES0031400000000000TF0F;24/07/2024;13;0,887;R
ES0031400000000000TF0F;24/07/2024;14;0,776;R
ES0031400000000000TF0F;24/07/2024;15;0,538;R
ES0031400000000000TF0F;24/07/2024;16;0,657;R
ES0031400000000000TF0F;24/07/2024;17;0,563;R
ES0031400000000000TF0F;24/07/2024;18;0,702;R
ES0031400000000000TF0F;24/07/2024;19;0,965;R
ES0031400000000000TF0F;24/07/2024;20;0,771;R
ES0031400000000000TF0F;24/07/2024;21;0,877;R
ES0031400000000000TF0F;24/07/2024;22;0,843;R
ES0031400000000000TF0F;24/07/2024;23;0,323;R
ES0031400000000000TF0F;24/07/2024;24;0,224;R
ES0031400000000000TF0F;25/07/2024;1;0,38;R
ES0031400000000000TF0F;25/07/2024;2;0,273;R
ES0031400000000000TF0F;25/07/2024;3;0,364;R
ES0031400000000000TF0F;25/07/2024;4;0,386;R
ES0031400000000000TF0F;25/07/2024;5;0,367;R
ES0031400000000000TF0F;25/07/2024;6;0,448;R
ES0031400000000000TF0F;25/07/2024;7;0,215;R
ES0031400000000000TF0F;25/07/2024;8;0,444;R
ES0031400000000000TF0F;25/07/2024;9;0,596;R
ES0031400000000000TF0F;25/07/2024;10;0,711;R
ES0031400000000000TF0F;25/07/2024;11;0,956;R
ES0031400000000000TF0F;25/07/2024;12;0,9;R
ES0031400000000000TF0F;25/07/2024;13;0,951;R
ES0031400000000000TF0F;25/07/2024;14;0,79;R
ES0031400000000000TF0F;25/07/2024;15;0,676;R
ES0031400000000000TF0F;25/07/2024;16;0,415;R
ES0031400000000000TF0F;25/07/2024;17;0,525;R
ES0031400000000000TF0F;25/07/2024;18;0,753;R
ES0031400000000000TF0F;25/07/2024;19;0,902;R
ES0031400000000000TF0F;25/07/2024;20;0,883;R
ES0031400000000000TF0F;25/07/2024;21;0,907;R
ES0031400000000000TF0F;25/07/2024;22;0,878;R
ES0031400000000000TF0F;25/07/2024;23;0,436;R
ES0031400000000000TF0F;25/07/2024;24;0,253;R
ES0031400000000000TF0F;26/07/2024;1;0,337;R
ES0031400000000000TF0F;26/07/2024;2;0,374;R
ES0031400000000000TF0F;26/07/2024;3;0,479;R
ES0031400000000000TF0F;26/07/2024;4;0,228;R
ES0031400000000000TF0F;26/07/2024;5;0,29;R
ES0031400000000000TF0F;26/07/2024;6;0,311;R
ES0031400000000000TF0F;26/07/2024;7;0,314;R
ES0031400000000000TF0F;26/07/2024;8;0,42;R
ES0031400000000000TF0F;26/07/2024;9;0,528;R
ES0031400000000000TF0F;26/07/2024;10;0,865;R
ES0031400000000000TF0F;26/07/2024;11;0,788;R
ES0031400000000000TF0F;26/07/2024;12;0,74;R
ES0031400000000000TF0F;26/07/2024;13;0,908;R
ES0031400000000000TF0F;26/07/2024;14;0,782;R
ES0031400000000000TF0F;26/07/2024;15;0,558;R
ES0031400000000000TF0F;26/07/2024;16;0,557;R
ES0031400000000000TF0F;26/07/2024;17;0,609;R
ES0031400000000000TF0F;26/07/2024;18;0,884;R
ES0031400000000000TF0F;26/07/2024;19;0,733;R
ES0031400000000000TF0F;26/07/2024;20;0,919;R
ES0031400000000000TF0F;26/07/2024;21;0,889;R
ES0031400000000000TF0F;26/07/2024;22;0,996;R
ES0031400000000000TF0F;26/07/2024;23;0,345;R
ES0031400000000000TF0F;26/07/2024;24;0,407;R
ES0031400000000000TF0F;27/07/2024;1;0,48;R
ES0031400000000000TF0F;27/07/2024;2;0,496;R
ES0031400000000000TF0F;27/07/2024;3;0,286;R
ES0031400000000000TF0F;27/07/2024;4;0,383;R
ES0031400000000000TF0F;27/07/2024;5;0,295;R
ES0031400000000000TF0F;27/07/2024;6;0,358;R
ES0031400000000000TF0F;27/07/2024;7;0,499;R
ES0031400000000000TF0F;27/07/2024;8;0,306;R
ES0031400000000000TF0F;27/07/2024;9;0,239;R
ES0031400000000000TF0F;27/07/2024;10;0,669;R
ES0031400000000000TF0F;27/07/2024;11;0,656;R
ES0031400000000000TF0F;27/07/2024;12;0,69;R
ES0031400000000000TF0F;27/07/2024;13;0,648;R
ES0031400000000000TF0F;27/07/2024;14;0,554;R
ES0031400000000000TF0F;27/07/2024;15;0,383;R
ES0031400000000000TF0F;27/07/2024;16;0,413;R
ES0031400000000000TF0F;27/07/2024;17;0,494;R
ES0031400000000000TF0F;27/07/2024;18;0,5;R
ES0031400000000000TF0F;27/07/2024;19;0,507;R
ES0031400000000000TF0F;27/07/2024;20;0,688;R
ES0031400000000000TF0F;27/07/2024;21;0,535;R
ES0031400000000000TF0F;27/07/2024;22;0,754;R
ES0031400000000000TF0F;27/07/2024;23;0,44;R
ES0031400000000000TF0F;27/07/2024;24;0,5;R
ES0031400000000000TF0F;28/07/2024;1;0,324;R
ES0031400000000000TF0F;28/07/2024;2;0,3;R
ES0031400000000000TF0F;28/07/2024;3;0,368;R
ES0031400000000000TF0F;28/07/2024;4;0,391;R
ES0031400000000000TF0F;28/07/2024;5;0,203;R
ES0031400000000000TF0F;28/07/2024;6;0,26;R
ES0031400000000000TF0F;28/07/2024;7;0,284;R
ES0031400000000000TF0F;28/07/2024;8;0,437;R
ES0031400000000000TF0F;28/07/2024;9;0,292;R
ES0031400000000000TF0F;28/07/2024;10;0,652;R
ES0031400000000000TF0F;28/07/2024;11;0,597;R
ES0031400000000000TF0F;28/07/2024;12;0,502;R
ES0031400000000000TF0F;28/07/2024;13;0,706;R
ES0031400000000000TF0F;28/07/2024;14;0,602;R
ES0031400000000000TF0F;28/07/2024;15;0,417;R
ES0031400000000000TF0F;28/07/2024;16;0,385;R
ES0031400000000000TF0F;28/07/2024;17;0,209;R
ES0031400000000000TF0F;28/07/2024;18;0,553;R
ES0031400000000000TF0F;28/07/2024;19;0,599;R
ES0031400000000000TF0F;28/07/2024;20;0,601;R
ES0031400000000000TF0F;28/07/2024;21;0,702;R
ES0031400000000000TF0F;28/07/2024;22;0,775;R
ES0031400000000000TF0F;28/07/2024;23;0,439;R
ES0031400000000000TF0F;28/07/2024;24;0,394;R
ES0031400000000000TF0F;29/07/2024;1;0,344;R
ES0031400000000000TF0F;29/07/2024;2;0,388;R
ES0031400000000000TF0F;29/07/2024;3;0,468;R
ES0031400000000000TF0F;29/07/2024;4;0,361;R
ES0031400000000000TF0F;29/07/2024;5;0,301;R
ES0031400000000000TF0F;29/07/2024;6;0,435;R
ES0031400000000000TF0F;29/07/2024;7;0,324;R
ES0031400000000000TF0F;29/07/2024;8;0,623;R
ES0031400000000000TF0F;29/07/2024;9;0,651;R
ES0031400000000000TF0F;29/07/2024;10;0,79;R
ES0031400000000000TF0F;29/07/2024;11;0,917;R
ES0031400000000000TF0F;29/07/2024;12;0,795;R
ES0031400000000000TF0F;29/07/2024;13;0,861;R
ES0031400000000000TF0F;29/07/2024;14;0,762;R
ES0031400000000000TF0F;29/07/2024;15;0,606;R
ES0031400000000000TF0F;29/07/2024;16;0,64;R
ES0031400000000000TF0F;29/07/2024;17;0,666;R
ES0031400000000000TF0F;29/07/2024;18;0,806;R
ES0031400000000000TF0F;29/07/2024;19;0,991;R
ES0031400000000000TF0F;29/07/2024;20;0,784;R
ES0031400000000000TF0F;29/07/2024;21;0,709;R
ES0031400000000000TF0F;29/07/2024;22;0,995;R
ES0031400000000000TF0F;29/07/2024;23;0,388;R
ES0031400000000000TF0F;29/07/2024;24;0,453;R
ES0031400000000000TF0F;30/07/2024;1;0,371;R
ES0031400000000000TF0F;30/07/2024;2;0,317;R
ES0031400000000000TF0F;30/07/2024;3;0,379;R
ES0031400000000000TF0F;30/07/2024;4;0,459;R
ES0031400000000000TF0F;30/07/2024;5;0,425;R
ES0031400000000000TF0F;30/07/2024;6;0,412;R
ES0031400000000000TF0F;30/07/2024;7;0,294;R
ES0031400000000000TF0F;30/07/2024;8;0,409;R
ES0031400000000000TF0F;30/07/2024;9;0,524;R
ES0031400000000000TF0F;30/07/2024;10;0,849;R
ES0031400000000000TF0F;30/07/2024;11;0,771;R
ES0031400000000000TF0F;30/07/2024;12;0,836;R
ES0031400000000000TF0F;30/07/2024;13;0,985;R
ES0031400000000000TF0F;30/07/2024;14;0,765;R
ES0031400000000000TF0F;30/07/2024;15;0,491;R
ES0031400000000000TF0F;30/07/2024;16;0,434;R
ES0031400000000000TF0F;30/07/2024;17;0,635;R
ES0031400000000000TF0F;30/07/2024;18;0,933;R
ES0031400000000000TF0F;30/07/2024;19;0,974;R
ES0031400000000000TF0F;30/07/2024;20;0,833;R
ES0031400000000000TF0F;30/07/2024;21;0,707;R
ES0031400000000000TF0F;30/07/2024;22;0,845;R
ES0031400000000000TF0F;30/07/2024;23;0,35;R
ES0031400000000000TF0F;30/07/2024;24;0,257;R
ES0031400000000000TF0F;31/07/2024;1;0,477;R
ES0031400000000000TF0F;31/07/2024;2;0,42;R
ES0031400000000000TF0F;31/07/2024;3;0,357;R
ES0031400000000000TF0F;31/07/2024;4;0,433;R
ES0031400000000000TF0F;31/07/2024;5;0,243;R
ES0031400000000000TF0F;31/07/2024;6;0,462;R
ES0031400000000000TF0F;31/07/2024;7;0,447;R
ES0031400000000000TF0F;31/07/2024;8;0,681;R
ES0031400000000000TF0F;31/07/2024;9;0,603;R
ES0031400000000000TF0F;31/07/2024;10;0,74;R
ES0031400000000000TF0F;31/07/2024;11;0,917;R
ES0031400000000000TF0F;31/07/2024;12;0,838;R
ES0031400000000000TF0F;31/07/2024;13;0,914;R
ES0031400000000000TF0F;31/07/2024;14;0,857;R
ES0031400000000000TF0F;31/07/2024;15;0,401;R
ES0031400000000000TF0F;31/07/2024;16;0,68;R
ES0031400000000000TF0F;31/07/2024;17;0,606;R
ES0031400000000000TF0F;31/07/2024;18;0,878;R
ES0031400000000000TF0F;31/07/2024;19;0,726;R
ES0031400000000000TF0F;31/07/2024;20;0,84;R
ES0031400000000000TF0F;31/07/2024;21;0,714;R
ES0031400000000000TF0F;31/07/2024;22;0,856;R
ES0031400000000000TF0F;31/07/2024;23;0,398;R
ES0031400000000000TF0F;31/07/2024;24;0,294;R
ES0031400000000000TF0F;01/08/2024;1;0,373;R
ES0031400000000000TF0F;01/08/2024;2;0,294;R
ES0031400000000000TF0F;01/08/2024;3;0,468;R
ES0031400000000000TF0F;01/08/2024;4;0,296;R
ES0031400000000000TF0F;01/08/2024;5;0,258;R
ES0031400000000000TF0F;01/08/2024;6;0,283;R
ES0031400000000000TF0F;01/08/2024;7;0,296;R
ES0031400000000000TF0F;01/08/2024;8;0,532;R
ES0031400000000000TF0F;01/08/2024;9;0,435;R
ES0031400000000000TF0F;01/08/2024;10;0,745;R
ES0031400000000000TF0F;01/08/2024;11;0,782;R
ES0031400000000000TF0F;01/08/2024;12;0,705;R
ES0031400000000000TF0F;01/08/2024;13;0,887;R
ES0031400000000000TF0F;01/08/2024;14;0,854;R
ES0031400000000000TF0F;01/08/2024;15;0,462;R
ES0031400000000000TF0F;01/08/2024;16;0,505;R
ES0031400000000000TF0F;01/08/2024;17;0,496;R
ES0031400000000000TF0F;01/08/2024;18;0,742;R
ES0031400000000000TF0F;01/08/2024;19;0,911;R
ES0031400000000000TF0F;01/08/2024;20;0,785;R
ES0031400000000000TF0F;01/08/2024;21;0,773;R
ES0031400000000000TF0F;01/08/2024;22;0,721;R
ES0031400000000000TF0F;01/08/2024;23;0,384;R
ES0031400000000000TF0F;01/08/2024;24;0,302;R
ES0031400000000000TF0F;02/08/2024;1;0,333;R
ES0031400000000000TF0F;02/08/2024;2;0,239;R
ES0031400000000000TF0F;02/08/2024;3;0,341;R
ES0031400000000000TF0F;02/08/2024;4;0,403;R
ES0031400000000000TF0F;02/08/2024;5;0,232;R
ES0031400000000000TF0F;02/08/2024;6;0,216;R
ES0031400000000000TF0F;02/08/2024;7;0,328;R
ES0031400000000000TF0F;02/08/2024;8;0,454;R
ES0031400000000000TF0F;02/08/2024;9;0,579;R
ES0031400000000000TF0F;02/08/2024;10;0,878;R
ES0031400000000000TF0F;02/08/2024;11;0,951;R
ES0031400000000000TF0F;02/08/2024;12;0,91;R
ES0031400000000000TF0F;02/08/2024;13;0,885;R
ES0031400000000000TF0F;02/08/2024;14;0,794;R
ES0031400000000000TF0F;02/08/2024;15;0,645;R
ES0031400000000000TF0F;02/08/2024;16;0,614;R
ES0031400000000000TF0F;02/08/2024;17;0,601;R
ES0031400000000000TF0F;02/08/2024;18;0,86;R
ES0031400000000000TF0F;02/08/2024;19;0,992;R
ES0031400000000000TF0F;02/08/2024;20;0,927;R
ES0031400000000000TF0F;02/08/2024;21;0,84;R
ES0031400000000000TF0F;02/08/2024;22;0,74;R
ES0031400000000000TF0F;02/08/2024;23;0,444;R
ES0031400000000000TF0F;02/08/2024;24;0,476;R
ES0031400000000000TF0F;03/08/2024;1;0,34;R
ES0031400000000000TF0F;03/08/2024;2;0,337;R
ES0031400000000000TF0F;03/08/2024;3;0,405;R
ES0031400000000000TF0F;03/08/2024;4;0,413;R
ES0031400000000000TF0F;03/08/2024;5;0,34;R
ES0031400000000000TF0F;03/08/2024;6;0,27;R
ES0031400000000000TF0F;03/08/2024;7;0,267;R
ES0031400000000000TF0F;03/08/2024;8;0,458;R
ES0031400000000000TF0F;03/08/2024;9;0,385;R
ES0031400000000000TF0F;03/08/2024;10;0,774;R
ES0031400000000000TF0F;03/08/2024;11;0,618;R
ES0031400000000000TF0F;03/08/2024;12;0,71;R
ES0031400000000000TF0F;03/08/2024;13;0,7;R
ES0031400000000000TF0F;03/08/2024;14;0,737;R
ES0031400000000000TF0F;03/08/2024;15;0,465;R
ES0031400000000000TF0F;03/08/2024;16;0,336;R
ES0031400000000000TF0F;03/08/2024;17;0,209;R
ES0031400000000000TF0F;03/08/2024;18;0,643;R
ES0031400000000000TF0F;03/08/2024;19;0,605;R
ES0031400000000000TF0F;03/08/2024;20;0,638;R
ES0031400000000000TF0F;03/08/2024;21;0,551;R
ES0031400000000000TF0F;03/08/2024;22;0,73;R
ES0031400000000000TF0F;03/08/2024;23;0,381;R
ES0031400000000000TF0F;03/08/2024;24;0,238;R
ES0031400000000000TF0F;04/08/2024;1;0,231;R
ES0031400000000000TF0F;04/08/2024;2;0,445;R
ES0031400000000000TF0F;04/08/2024;3;0,439;R
ES0031400000000000TF0F;04/08/2024;4;0,298;R
ES0031400000000000TF0F;04/08/2024;5;0,395;R
ES0031400000000000TF0F;04/08/2024;6;0,438;R
ES0031400000000000TF0F;04/08/2024;7;0,36;R
ES0031400000000000TF0F;04/08/2024;8;0,32;R
ES0031400000000000TF0F;04/08/2024;9;0,324;R
ES0031400000000000TF0F;04/08/2024;10;0,686;R
ES0031400000000000TF0F;04/08/2024;11;0,664;R
ES0031400000000000TF0F;04/08/2024;12;0,792;R
ES0031400000000000TF0F;04/08/2024;13;0,615;R
ES0031400000000000TF0F;04/08/2024;14;0,602;R
ES0031400000000000TF0F;04/08/2024;15;0,444;R
ES0031400000000000TF0F;04/08/2024;16;0,377;R
ES0031400000000000TF0F;04/08/2024;17;0,435;R
ES0031400000000000TF0F;04/08/2024;18;0,631;R
ES0031400000000000TF0F;04/08/2024;19;0,736;R
ES0031400000000000TF0F;04/08/2024;20;0,663;R
ES0031400000000000TF0F;04/08/2024;21;0,571;R
ES0031400000000000TF0F;04/08/2024;22;0,699;R
ES0031400000000000TF0F;04/08/2024;23;0,223;R
ES0031400000000000TF0F;04/08/2024;24;0,479;R
ES0031400000000000TF0F;05/08/2024;1;0,372;R
ES0031400000000000TF0F;05/08/2024;2;0,346;R
ES0031400000000000TF0F;05/08/2024;3;0,378;R
ES0031400000000000TF0F;05/08/2024;4;0,339;R
ES0031400000000000TF0F;05/08/2024;5;0,367;R
ES0031400000000000TF0F;05/08/2024;6;0,447;R
ES0031400000000000TF0F;05/08/2024;7;0,253;R
ES0031400000000000TF0F;05/08/2024;8;0,687;R
ES0031400000000000TF0F;05/08/2024;9;0,421;R
ES0031400000000000TF0F;05/08/2024;10;0,733;R
ES0031400000000000TF0F;05/08/2024;11;0,944;R
ES0031400000000000TF0F;05/08/2024;12;0,931;R
ES0031400000000000TF0F;05/08/2024;13;0,814;R
ES0031400000000000TF0F;05/08/2024;14;0,848;R
ES0031400000000000TF0F;05/08/2024;15;0,598;R
ES0031400000000000TF0F;05/08/2024;16;0,427;R
ES0031400000000000TF0F;05/08/2024;17;0,645;R
ES0031400000000000TF0F;05/08/2024;18;0,966;R
ES0031400000000000TF0F;05/08/2024;19;0,971;R
ES0031400000000000TF0F;05/08/2024;20;0,891;R
ES0031400000000000TF0F;05/08/2024;21;0,7;R
ES0031400000000000TF0F;05/08/2024;22;0,744;R
ES0031400000000000TF0F;05/08/2024;23;0,245;R
ES0031400000000000TF0F;05/08/2024;24;0,359;R
ES0031400000000000TF0F;06/08/2024;1;0,317;R
ES0031400000000000TF0F;06/08/2024;2;0,373;R
ES0031400000000000TF0F;06/08/2024;3;0,259;R
ES0031400000000000TF0F;06/08/2024;4;0,404;R
ES0031400000000000TF0F;06/08/2024;5;0,295;R
ES0031400000000000TF0F;06/08/2024;6;0,371;R
ES0031400000000000TF0F;06/08/2024;7;0,474;R
ES0031400000000000TF0F;06/08/2024;8;0,491;R
ES0031400000000000TF0F;06/08/2024;9;0,683;R
ES0031400000000000TF0F;06/08/2024;10;0,83;R
ES0031400000000000TF0F;06/08/2024;11;0,995;R
ES0031400000000000TF0F;06/08/2024;12;0,803;R
ES0031400000000000TF0F;06/08/2024;13;0,727;R
ES0031400000000000TF0F;06/08/2024;14;0,702;R
ES0031400000000000TF0F;06/08/2024;15;0,696;R
ES0031400000000000TF0F;06/08/2024;16;0,521;R
ES0031400000000000TF0F;06/08/2024;17;0,438;R
ES0031400000000000TF0F;06/08/2024;18;0,788;R
ES0031400000000000TF0F;06/08/2024;19;0,811;R
ES0031400000000000TF0F;06/08/2024;20;0,865;R
ES0031400000000000TF0F;06/08/2024;21;0,716;R
ES0031400000000000TF0F;06/08/2024;22;0,911;R
ES0031400000000000TF0F;06/08/2024;23;0,446;R
ES0031400000000000TF0F;06/08/2024;24;0,308;R
ES0031400000000000TF0F;07/08/2024;1;0,458;R
ES0031400000000000TF0F;07/08/2024;2;0,46;R
ES0031400000000000TF0F;07/08/2024;3;0,271;R
ES0031400000000000TF0F;07/08/2024;4;0,411;R
ES0031400000000000TF0F;07/08/2024;5;0,318;R
ES0031400000000000TF0F;07/08/2024;6;0,295;R
ES0031400000000000TF0F;07/08/2024;7;0,315;R
ES0031400000000000TF0F;07/08/2024;8;0,514;R
ES0031400000000000TF0F;07/08/2024;9;0,564;R
ES0031400000000000TF0F;07/08/2024;10;0,899;R
ES0031400000000000TF0F;07/08/2024;11;0,842;R
ES0031400000000000TF0F;07/08/2024;12;0,756;R
ES0031400000000000TF0F;07/08/2024;13;0,815;R
ES0031400000000000TF0F;07/08/2024;14;0,977;R
ES0031400000000000TF0F;07/08/2024;15;0,652;R
ES0031400000000000TF0F;07/08/2024;16;0,446;R
ES0031400000000000TF0F;07/08/2024;17;0,699;R
ES0031400000000000TF0F;07/08/2024;18;0,901;R
ES0031400000000000TF0F;07/08/2024;19;0,74;R
ES0031400000000000TF0F;07/08/2024;20;0,722;R
ES0031400000000000TF0F;07/08/2024;21;0,705;R
ES0031400000000000TF0F;07/08/2024;22;0,916;R
ES0031400000000000TF0F;07/08/2024;23;0,346;R
ES0031400000000000TF0F;07/08/2024;24;0,331;R
ES0031400000000000TF0F;08/08/2024;1;0,497;R
ES0031400000000000TF0F;08/08/2024;2;0,225;R
ES0031400000000000TF0F;08/08/2024;3;0,393;R
ES0031400000000000TF0F;08/08/2024;4;0,325;R
ES0031400000000000TF0F;08/08/2024;5;0,337;R
ES0031400000000000TF0F;08/08/2024;6;0,437;R
ES0031400000000000TF0F;08/08/2024;7;0,381;R
ES0031400000000000TF0F;08/08/2024;8;0,528;R
ES0031400000000000TF0F;08/08/2024;9;0,454;R
ES0031400000000000TF0F;08/08/2024;10;0,853;R
ES0031400000000000TF0F;08/08/2024;11;0,866;R
ES0031400000000000TF0F;08/08/2024;12;0,835;R
ES0031400000000000TF0F;08/08/2024;13;0,807;R
ES0031400000000000TF0F;08/08/2024;14;0,756;R
ES0031400000000000TF0F;08/08/2024;15;0,581;R
ES0031400000000000TF0F;08/08/2024;16;0,573;R
ES0031400000000000TF0F;08/08/2024;17;0,654;R
ES0031400000000000TF0F;08/08/2024;18;0,771;R
ES0031400000000000TF0F;08/08/2024;19;0,851;R
ES0031400000000000TF0F;08/08/2024;20;0,823;R
ES0031400000000000TF0F;08/08/2024;21;0,864;R
ES0031400000000000TF0F;08/08/2024;22;0,81;R
ES0031400000000000TF0F;08/08/2024;23;0,493;R
ES0031400000000000TF0F;08/08/2024;24;0,37;R
ES0031400000000000TF0F;09/08/2024;1;0,411;R
ES0031400000000000TF0F;09/08/2024;2;0,234;R
ES0031400000000000TF0F;09/08/2024;3;0,344;R
ES0031400000000000TF0F;09/08/2024;4;0,407;R
ES0031400000000000TF0F;09/08/2024;5;0,243;R
ES0031400000000000TF0F;09/08/2024;6;0,419;R
ES0031400000000000TF0F;09/08/2024;7;0,495;R
